"CountryCode","SeriesCode","DESCRIPTION",
"STP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"STP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"STP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"STP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SUR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"SVK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SVK","SP.DYN.CDRT.IN","Data source: Eurostat",
"SVK","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SVK","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe",
"SVK","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SVK","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe",
"SVK","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SVK","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical Office of the Slovak Republic",
"SVK","SP.DYN.CBRT.IN","Data source: Eurostat",
"SVK","SP.POP.TOTL","Data source: Eurostat, Statistical office of the Slovak Republic",
"SVN","SP.DYN.TFRT.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Republic of Slovenia",
"SVN","SP.DYN.CDRT.IN","Data source: Eurostat",
"SVN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SVN","SP.DYN.CBRT.IN","Data source: Eurostat",
"SVN","SP.POP.TOTL","Data source: Eurostat, Statistical Office of the Republic of Slovenia",
"SVN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SVN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia",
"SVN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SVN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia",
"SVN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SWE","SP.DYN.CDRT.IN","Data source: Eurostat",
"SWE","SH.MMR.LEVE","Paid parental leave is available",
"SWE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SWE","SP.POP.TOTL","Data source: Eurostat, Statistics Sweden",
"SWE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SWE","SP.DYN.LE00.MA.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden",
"SWE","SP.DYN.CBRT.IN","Data source: Eurostat",
"SWE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"SWE","SP.DYN.LE00.FE.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SWZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SWZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SXM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SXM","SP.DYN.CDRT.IN","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SXM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SXM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SXM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SXM","SP.DYN.CBRT.IN","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SXM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SXM","SP.POP.TOTL","Data source: Department of Statistics, St. Maarten; United Nations World Population Prospects",
"SYC","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.LE00.MA.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SYC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SYC","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SYC","SP.POP.TOTL","Data source: National Bureau of Statistics",
"SYC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SYC","SP.DYN.TFRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.LE00.FE.IN","Data source: National Bureau of Statistics",
"SYR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SYR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SYR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SYR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SYR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TCA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TCD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TCD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"TCD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TGO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"TGO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"THA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"THA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"THA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"THA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
